Location 1 - Suction On,,,,,,,,Location 1 - Suction Off,,,,,,,,Location 4 - Suction On,,,,,,,,Location 4 - Suction Off,,,,,,
Time [min],Droplet counts 0.3?0.5 ?m,Std Deviation,Droplet counts 0.5?1.0 ?m,Std Deviation,Droplet counts 1.0?3.0 ?m,Std Deviation,,Time [min],Droplet counts 0.3?0.5 ?m,Std Deviation,Droplet counts 0.5?1.0 ?m,Std Deviation,Droplet counts 1.0?3.0 ?m,Std Deviation,,Time [min],Droplet counts 0.3?0.5 ?m,Std Deviation,Droplet counts 0.5?1.0 ?m,Std Deviation,Droplet counts 1.0?3.0 ?m,Std Deviation,,Time [min],Droplet counts 0.3?0.5 ?m,Std Deviation,Droplet counts 0.5?1.0 ?m,Std Deviation,Droplet counts 1.0?3.0 ?m,Std Deviation
24.06393,7.30E+07,1.66E+07,1.37E+08,4.50E+07,3.52E+07,2.00E+07,,24.06393,5.50E+07,1.92E+07,1.85E+08,2.28E+07,5.73E+07,8770923.169,,24.06393,5.53E+07,2.72E+07,3.22E+07,1.82E+07,6.76E+06,3.78E+06,,24.06393,5.37E+07,2.97E+07,1.63E+08,4.47E+07,5.67E+07,2.66E+07
24.13388,7.31E+07,1.81E+07,1.38E+08,4.64E+07,3.56E+07,2.07E+07,,24.13388,5.54E+07,1.96E+07,1.85E+08,2.24E+07,5.71E+07,8801829.92,,24.13388,5.35E+07,2.51E+07,2.99E+07,1.58E+07,6.16E+06,3.30E+06,,24.13388,6.91E+07,2.73E+07,1.43E+08,3.02E+07,4.41E+07,1.70E+07
24.20384,7.29E+07,1.87E+07,1.39E+08,4.65E+07,3.61E+07,2.11E+07,,24.20384,5.58E+07,1.91E+07,1.85E+08,2.16E+07,5.67E+07,8563212.608,,24.20384,5.17E+07,2.26E+07,2.77E+07,1.38E+07,5.64E+06,2.86E+06,,24.20384,7.88E+07,2.42E+07,1.31E+08,2.23E+07,3.59E+07,1.04E+07
24.27379,7.23E+07,1.77E+07,1.42E+08,4.37E+07,3.70E+07,2.06E+07,,24.27379,5.62E+07,1.67E+07,1.83E+08,1.96E+07,5.56E+07,7602909.962,,24.27379,4.99E+07,1.91E+07,2.62E+07,1.15E+07,5.30E+06,2.37E+06,,24.27379,7.55E+07,1.92E+07,1.36E+08,2.10E+07,3.77E+07,9.14E+06
24.34374,7.16E+07,1.70E+07,1.44E+08,4.18E+07,3.78E+07,2.03E+07,,24.34374,5.66E+07,1.43E+07,1.81E+08,1.78E+07,5.45E+07,6816082.839,,24.34374,4.82E+07,1.58E+07,2.46E+07,9.35E+06,4.97E+06,1.90E+06,,24.34374,7.23E+07,1.43E+07,1.41E+08,1.97E+07,3.94E+07,7.96E+06
24.4137,7.06E+07,1.68E+07,1.46E+08,4.10E+07,3.86E+07,2.01E+07,,24.4137,5.69E+07,1.32E+07,1.80E+08,1.68E+07,5.39E+07,6485357.182,,24.4137,4.75E+07,1.48E+07,2.40E+07,8.42E+06,4.86E+06,1.68E+06,,24.4137,7.23E+07,1.03E+07,1.41E+08,1.58E+07,3.89E+07,6.46E+06
24.48365,6.89E+07,1.73E+07,1.48E+08,4.10E+07,3.92E+07,2.00E+07,,24.48365,5.70E+07,1.41E+07,1.81E+08,1.73E+07,5.41E+07,6637747.737,,24.48365,4.87E+07,1.72E+07,2.52E+07,9.83E+06,5.11E+06,1.94E+06,,24.48365,7.79E+07,7.28E+06,1.30E+08,1.12E+07,3.46E+07,5.23E+06
24.5536,6.73E+07,1.81E+07,1.50E+08,4.17E+07,3.98E+07,2.00E+07,,24.5536,5.72E+07,1.52E+07,1.81E+08,1.79E+07,5.43E+07,6838933.997,,24.5536,4.99E+07,1.99E+07,2.63E+07,1.17E+07,5.37E+06,2.33E+06,,24.5536,8.35E+07,4.30E+06,1.19E+08,1.55E+07,3.04E+07,6.00E+06
24.62356,6.59E+07,1.77E+07,1.50E+08,4.39E+07,4.01E+07,2.02E+07,,24.62356,5.67E+07,1.49E+07,1.82E+08,1.79E+07,5.48E+07,6603348.176,,24.62356,5.01E+07,2.14E+07,2.69E+07,1.28E+07,5.51E+06,2.56E+06,,24.62356,8.67E+07,2.29E+06,1.14E+08,1.95E+07,2.85E+07,6.90E+06
24.69351,6.49E+07,1.62E+07,1.48E+08,4.82E+07,3.98E+07,2.11E+07,,24.69351,5.55E+07,1.30E+07,1.83E+08,1.74E+07,5.54E+07,5831667.498,,24.69351,4.91E+07,2.16E+07,2.69E+07,1.33E+07,5.50E+06,2.58E+06,,24.69351,8.70E+07,2.00E+06,1.17E+08,1.95E+07,2.95E+07,6.77E+06
24.76346,6.39E+07,1.59E+07,1.46E+08,5.37E+07,3.95E+07,2.28E+07,,24.76346,5.43E+07,1.13E+07,1.84E+08,1.70E+07,5.61E+07,5155661.416,,24.76346,4.80E+07,2.23E+07,2.69E+07,1.43E+07,5.50E+06,2.69E+06,,24.76346,8.73E+07,2.70E+06,1.20E+08,2.16E+07,3.06E+07,7.15E+06
24.83342,6.56E+07,1.53E+07,1.43E+08,5.29E+07,3.84E+07,2.24E+07,,24.83342,5.37E+07,1.03E+07,1.84E+08,1.68E+07,5.62E+07,4941184.593,,24.83342,4.80E+07,2.09E+07,2.69E+07,1.42E+07,5.53E+06,2.64E+06,,24.83342,8.35E+07,8.12E+06,1.27E+08,2.76E+07,3.40E+07,1.05E+07
24.90337,6.97E+07,1.40E+07,1.39E+08,4.65E+07,3.64E+07,2.01E+07,,24.90337,5.37E+07,9879216.679,1.84E+08,1.68E+07,5.57E+07,5069491.291,,24.90337,4.89E+07,1.74E+07,2.70E+07,1.27E+07,5.59E+06,2.39E+06,,24.90337,7.59E+07,2.16E+07,1.37E+08,4.04E+07,3.97E+07,1.91E+07
24.97332,7.38E+07,1.37E+07,1.35E+08,4.15E+07,3.43E+07,1.82E+07,,24.97332,5.36E+07,9642702.789,1.83E+08,1.68E+07,5.51E+07,5197818.551,,24.97332,4.97E+07,1.38E+07,2.72E+07,1.12E+07,5.65E+06,2.13E+06,,24.97332,6.82E+07,3.55E+07,1.48E+08,5.56E+07,4.53E+07,2.85E+07
25.04328,7.52E+07,1.34E+07,1.35E+08,3.97E+07,3.39E+07,1.80E+07,,25.04328,5.35E+07,1.04E+07,1.82E+08,1.79E+07,5.55E+07,5536438.114,,25.04328,4.86E+07,1.39E+07,2.60E+07,1.03E+07,5.38E+06,2.01E+06,,25.04328,6.52E+07,3.65E+07,1.50E+08,5.38E+07,4.66E+07,2.74E+07
25.11323,7.46E+07,1.31E+07,1.37E+08,3.97E+07,3.46E+07,1.88E+07,,25.11323,5.34E+07,1.40E+07,1.82E+08,2.09E+07,5.66E+07,8270626.567,,25.11323,4.60E+07,1.66E+07,2.39E+07,1.01E+07,4.89E+06,2.05E+06,,25.11323,6.53E+07,2.90E+07,1.48E+08,4.06E+07,4.49E+07,1.91E+07
25.18318,7.40E+07,1.32E+07,1.39E+08,4.06E+07,3.52E+07,1.99E+07,,25.18318,5.32E+07,1.89E+07,1.81E+08,2.49E+07,5.77E+07,1.21E+07,,25.18318,4.34E+07,1.94E+07,2.18E+07,1.04E+07,4.39E+06,2.18E+06,,25.18318,6.54E+07,2.25E+07,1.45E+08,3.01E+07,4.32E+07,1.21E+07
25.25314,7.43E+07,1.40E+07,1.39E+08,4.14E+07,3.53E+07,2.03E+07,,25.25314,5.52E+07,1.85E+07,1.79E+08,2.39E+07,5.65E+07,1.18E+07,,25.25314,4.28E+07,2.00E+07,2.12E+07,1.03E+07,4.22E+06,2.15E+06,,25.25314,6.78E+07,2.35E+07,1.46E+08,2.76E+07,4.23E+07,1.06E+07
25.32309,7.50E+07,1.50E+07,1.38E+08,4.20E+07,3.50E+07,2.02E+07,,25.32309,5.84E+07,1.54E+07,1.76E+08,2.06E+07,5.41E+07,9408713.263,,25.32309,4.33E+07,1.93E+07,2.13E+07,9.99E+06,4.21E+06,2.00E+06,,25.32309,7.13E+07,2.79E+07,1.47E+08,2.88E+07,4.18E+07,1.14E+07
25.39304,7.58E+07,1.61E+07,1.37E+08,4.25E+07,3.48E+07,2.02E+07,,25.39304,6.15E+07,1.28E+07,1.73E+08,1.80E+07,5.18E+07,7841152.727,,25.39304,4.38E+07,1.88E+07,2.15E+07,9.70E+06,4.20E+06,1.85E+06,,25.39304,7.49E+07,3.22E+07,1.49E+08,3.14E+07,4.13E+07,1.27E+07
25.463,7.73E+07,1.41E+07,1.34E+08,3.93E+07,3.37E+07,1.87E+07,,25.463,6.16E+07,1.24E+07,1.74E+08,1.78E+07,5.24E+07,7292495.33,,25.463,4.44E+07,1.91E+07,2.21E+07,1.00E+07,4.32E+06,1.88E+06,,25.463,7.40E+07,3.51E+07,1.53E+08,3.70E+07,4.33E+07,1.68E+07
25.53295,7.91E+07,1.09E+07,1.31E+08,3.46E+07,3.23E+07,1.67E+07,,25.53295,6.05E+07,1.27E+07,1.75E+08,1.87E+07,5.41E+07,6842651.836,,25.53295,4.52E+07,1.98E+07,2.29E+07,1.06E+07,4.49E+06,1.99E+06,,25.53295,7.15E+07,3.84E+07,1.57E+08,4.37E+07,4.61E+07,2.19E+07
25.6029,8.09E+07,7792972.228,1.28E+08,3.00E+07,3.09E+07,1.46E+07,,25.6029,5.94E+07,1.30E+07,1.77E+08,1.97E+07,5.58E+07,6394283.792,,25.6029,4.59E+07,2.05E+07,2.37E+07,1.13E+07,4.66E+06,2.10E+06,,25.6029,6.90E+07,4.28E+07,1.61E+08,5.06E+07,4.89E+07,2.71E+07
25.67286,8.06E+07,7656003.284,1.29E+08,2.98E+07,3.11E+07,1.39E+07,,25.67286,5.96E+07,1.39E+07,1.78E+08,2.07E+07,5.55E+07,6709694.85,,25.67286,4.66E+07,1.95E+07,2.40E+07,1.09E+07,4.78E+06,2.05E+06,,25.67286,5.95E+07,3.99E+07,1.71E+08,4.35E+07,5.42E+07,2.43E+07
25.74281,7.98E+07,8282263.107,1.31E+08,3.08E+07,3.17E+07,1.35E+07,,25.74281,6.01E+07,1.50E+07,1.78E+08,2.18E+07,5.48E+07,7291681.41,,25.74281,4.73E+07,1.80E+07,2.42E+07,1.04E+07,4.90E+06,1.96E+06,,25.74281,4.83E+07,3.67E+07,1.82E+08,3.92E+07,6.01E+07,2.20E+07
25.81276,7.89E+07,8913920.523,1.32E+08,3.18E+07,3.24E+07,1.32E+07,,25.81276,6.05E+07,1.63E+07,1.78E+08,2.30E+07,5.40E+07,7938199.86,,25.81276,4.80E+07,1.66E+07,2.45E+07,9.86E+06,5.02E+06,1.88E+06,,25.81276,3.70E+07,3.60E+07,1.94E+08,4.35E+07,6.60E+07,2.34E+07
25.88272,7.87E+07,9472646.576,1.34E+08,3.32E+07,3.29E+07,1.42E+07,,25.88272,6.15E+07,1.78E+07,1.76E+08,2.57E+07,5.30E+07,9163878.977,,25.88272,4.90E+07,1.96E+07,2.75E+07,1.47E+07,5.67E+06,2.95E+06,,25.88272,3.71E+07,3.40E+07,1.95E+08,4.16E+07,6.60E+07,2.21E+07
25.95267,7.85E+07,1.00E+07,1.35E+08,3.48E+07,3.35E+07,1.55E+07,,25.95267,6.25E+07,1.93E+07,1.74E+08,2.86E+07,5.20E+07,1.05E+07,,25.95267,4.99E+07,2.36E+07,3.09E+07,2.12E+07,6.40E+06,4.44E+06,,25.95267,3.88E+07,3.18E+07,1.95E+08,3.81E+07,6.50E+07,2.05E+07
26.02262,7.83E+07,1.06E+07,1.36E+08,3.64E+07,3.41E+07,1.68E+07,,26.02262,6.36E+07,2.09E+07,1.71E+08,3.14E+07,5.10E+07,1.18E+07,,26.02262,5.09E+07,2.77E+07,3.43E+07,2.80E+07,7.12E+06,6.01E+06,,26.02262,4.06E+07,3.00E+07,1.95E+08,3.50E+07,6.41E+07,1.95E+07
26.09258,7.77E+07,1.10E+07,1.36E+08,3.65E+07,3.45E+07,1.75E+07,,26.09258,6.31E+07,2.06E+07,1.72E+08,3.00E+07,5.14E+07,1.17E+07,,26.09258,4.80E+07,2.67E+07,3.02E+07,2.32E+07,6.16E+06,4.80E+06,,26.09258,4.38E+07,3.31E+07,1.89E+08,3.70E+07,6.23E+07,2.25E+07
26.16253,7.71E+07,1.19E+07,1.36E+08,3.75E+07,3.49E+07,1.84E+07,,26.16253,6.26E+07,2.02E+07,1.73E+08,2.83E+07,5.18E+07,1.15E+07,,26.16253,4.47E+07,2.55E+07,2.57E+07,1.81E+07,5.09E+06,3.50E+06,,26.16253,4.70E+07,3.70E+07,1.83E+08,4.11E+07,6.04E+07,2.63E+07
26.23248,7.65E+07,1.32E+07,1.37E+08,3.96E+07,3.53E+07,1.95E+07,,26.23248,6.21E+07,1.97E+07,1.75E+08,2.66E+07,5.23E+07,1.13E+07,,26.23248,4.16E+07,2.44E+07,2.11E+07,1.39E+07,4.03E+06,2.48E+06,,26.23248,5.02E+07,4.11E+07,1.76E+08,4.65E+07,5.84E+07,3.05E+07
26.30244,7.77E+07,1.28E+07,1.35E+08,3.86E+07,3.45E+07,1.87E+07,,26.30244,6.29E+07,1.89E+07,1.74E+08,2.48E+07,5.16E+07,1.08E+07,,26.30244,4.46E+07,2.43E+07,2.40E+07,1.51E+07,4.73E+06,2.88E+06,,26.30244,6.10E+07,2.72E+07,1.58E+08,3.08E+07,4.95E+07,2.04E+07
26.37239,7.89E+07,1.25E+07,1.34E+08,3.76E+07,3.37E+07,1.80E+07,,26.37239,6.37E+07,1.82E+07,1.74E+08,2.31E+07,5.10E+07,1.04E+07,,26.37239,4.76E+07,2.45E+07,2.68E+07,1.68E+07,5.42E+06,3.49E+06,,26.37239,7.18E+07,1.34E+07,1.40E+08,1.84E+07,4.07E+07,1.09E+07
26.44234,7.97E+07,1.19E+07,1.33E+08,3.63E+07,3.32E+07,1.71E+07,,26.44234,6.45E+07,1.76E+07,1.74E+08,2.15E+07,5.04E+07,9903640.204,,26.44234,5.04E+07,2.50E+07,2.93E+07,1.86E+07,6.04E+06,4.12E+06,,26.44234,8.07E+07,4.13E+06,1.26E+08,1.78E+07,3.34E+07,6.00E+06
26.5123,7.53E+07,1.01E+07,1.39E+08,3.11E+07,3.57E+07,1.43E+07,,26.5123,6.53E+07,1.66E+07,1.72E+08,2.19E+07,4.94E+07,9142959.067,,26.5123,5.01E+07,2.46E+07,2.88E+07,1.76E+07,5.89E+06,3.79E+06,,26.5123,6.74E+07,7.68E+06,1.47E+08,2.26E+07,4.42E+07,8.84E+06
26.58225,7.09E+07,1.24E+07,1.45E+08,2.86E+07,3.81E+07,1.25E+07,,26.58225,6.61E+07,1.58E+07,1.71E+08,2.23E+07,4.85E+07,8580777.751,,26.58225,4.98E+07,2.43E+07,2.82E+07,1.67E+07,5.75E+06,3.49E+06,,26.58225,5.42E+07,1.13E+07,1.68E+08,2.73E+07,5.49E+07,1.18E+07
26.6522,6.75E+07,1.62E+07,1.49E+08,2.92E+07,4.00E+07,1.22E+07,,26.6522,6.69E+07,1.53E+07,1.69E+08,2.30E+07,4.78E+07,8353012.806,,26.6522,4.91E+07,2.46E+07,2.74E+07,1.60E+07,5.54E+06,3.27E+06,,26.6522,4.40E+07,1.42E+07,1.85E+08,3.16E+07,6.32E+07,1.42E+07
26.72216,7.00E+07,1.43E+07,1.45E+08,3.04E+07,3.86E+07,1.23E+07,,26.72216,6.72E+07,1.60E+07,1.69E+08,2.39E+07,4.79E+07,8780833.616,,26.72216,4.61E+07,2.68E+07,2.51E+07,1.65E+07,5.02E+06,3.30E+06,,26.72216,5.06E+07,1.40E+07,1.74E+08,3.38E+07,5.74E+07,1.42E+07
26.79211,7.25E+07,1.28E+07,1.41E+08,3.21E+07,3.72E+07,1.28E+07,,26.79211,6.74E+07,1.68E+07,1.69E+08,2.48E+07,4.79E+07,9213734.066,,26.79211,4.31E+07,2.90E+07,2.28E+07,1.70E+07,4.50E+06,3.34E+06,,26.79211,5.73E+07,1.58E+07,1.63E+08,3.75E+07,5.16E+07,1.52E+07
26.86206,7.48E+07,1.13E+07,1.38E+08,3.35E+07,3.59E+07,1.33E+07,,26.86206,6.75E+07,1.73E+07,1.68E+08,2.50E+07,4.81E+07,9240674.526,,26.86206,4.09E+07,3.07E+07,2.12E+07,1.74E+07,4.14E+06,3.37E+06,,26.86206,6.24E+07,1.97E+07,1.56E+08,4.10E+07,4.77E+07,1.69E+07
26.93202,7.61E+07,9301852.665,1.36E+08,3.31E+07,3.47E+07,1.38E+07,,26.93202,6.70E+07,1.64E+07,1.68E+08,2.26E+07,4.83E+07,7826981.218,,26.93202,4.17E+07,3.01E+07,2.20E+07,1.73E+07,4.35E+06,3.40E+06,,26.93202,6.21E+07,2.65E+07,1.62E+08,4.20E+07,5.03E+07,1.93E+07
27.00197,7.75E+07,9489621.193,1.34E+08,3.43E+07,3.35E+07,1.49E+07,,27.00197,6.66E+07,1.56E+07,1.68E+08,2.02E+07,4.86E+07,6445411.14,,27.00197,4.26E+07,2.97E+07,2.29E+07,1.74E+07,4.57E+06,3.45E+06,,27.00197,6.18E+07,3.36E+07,1.68E+08,4.43E+07,5.28E+07,2.26E+07
27.07192,7.82E+07,1.07E+07,1.34E+08,3.54E+07,3.30E+07,1.57E+07,,27.07192,6.60E+07,1.51E+07,1.68E+08,1.85E+07,4.89E+07,5707421.157,,27.07192,4.33E+07,2.92E+07,2.35E+07,1.73E+07,4.75E+06,3.46E+06,,27.07192,5.96E+07,3.88E+07,1.75E+08,4.79E+07,5.66E+07,2.71E+07
27.14188,7.73E+07,1.02E+07,1.38E+08,3.50E+07,3.42E+07,1.55E+07,,27.14188,6.55E+07,1.55E+07,1.68E+08,1.84E+07,4.93E+07,6429677.585,,27.14188,4.40E+07,2.85E+07,2.38E+07,1.69E+07,4.85E+06,3.36E+06,,27.14188,5.29E+07,3.88E+07,1.84E+08,5.19E+07,6.31E+07,3.31E+07
27.21183,7.65E+07,9956097.825,1.41E+08,3.68E+07,3.53E+07,1.59E+07,,27.21183,6.49E+07,1.59E+07,1.68E+08,1.85E+07,4.97E+07,7151952.953,,27.21183,4.46E+07,2.78E+07,2.40E+07,1.65E+07,4.95E+06,3.28E+06,,27.21183,4.62E+07,3.89E+07,1.94E+08,5.60E+07,6.96E+07,3.92E+07
27.28178,7.55E+07,1.02E+07,1.43E+08,3.94E+07,3.63E+07,1.66E+07,,27.28178,6.45E+07,1.57E+07,1.69E+08,1.80E+07,4.99E+07,7366699.793,,27.28178,4.66E+07,2.45E+07,2.51E+07,1.47E+07,5.18E+06,2.88E+06,,27.28178,3.88E+07,3.47E+07,2.04E+08,5.20E+07,7.59E+07,3.77E+07
27.35174,7.44E+07,1.21E+07,1.44E+08,4.21E+07,3.71E+07,1.74E+07,,27.35174,6.44E+07,1.46E+07,1.70E+08,1.66E+07,4.99E+07,6709136.651,,27.35174,5.10E+07,1.71E+07,2.77E+07,1.09E+07,5.65E+06,1.98E+06,,27.35174,3.00E+07,2.38E+07,2.15E+08,3.52E+07,8.20E+07,2.41E+07
27.42169,7.33E+07,1.52E+07,1.45E+08,4.60E+07,3.80E+07,1.89E+07,,27.42169,6.43E+07,1.35E+07,1.71E+08,1.54E+07,4.98E+07,6101693.484,,27.42169,5.53E+07,1.12E+07,3.04E+07,8.92E+06,6.11E+06,1.44E+06,,27.42169,2.13E+07,1.53E+07,2.27E+08,2.42E+07,8.81E+07,1.67E+07
27.49164,7.19E+07,1.77E+07,1.46E+08,4.90E+07,3.90E+07,2.03E+07,,27.49164,6.49E+07,1.32E+07,1.70E+08,1.56E+07,4.94E+07,5968800.138,,27.49164,5.75E+07,1.04E+07,3.20E+07,9.41E+06,6.39E+06,1.63E+06,,27.49164,1.93E+07,1.46E+07,2.28E+08,2.67E+07,8.83E+07,1.96E+07
27.56159,7.01E+07,1.87E+07,1.50E+08,4.99E+07,4.03E+07,2.14E+07,,27.56159,6.62E+07,1.38E+07,1.68E+08,1.73E+07,4.87E+07,6396175.295,,27.56159,5.66E+07,1.25E+07,3.20E+07,1.04E+07,6.40E+06,2.03E+06,,27.56159,2.63E+07,1.97E+07,2.16E+08,3.47E+07,8.06E+07,2.26E+07
27.63155,6.82E+07,1.98E+07,1.53E+08,5.11E+07,4.15E+07,2.25E+07,,27.63155,6.76E+07,1.44E+07,1.66E+08,1.90E+07,4.79E+07,6823561.065,,27.63155,5.58E+07,1.50E+07,3.21E+07,1.15E+07,6.42E+06,2.44E+06,,27.63155,3.33E+07,2.67E+07,2.03E+08,4.40E+07,7.30E+07,2.61E+07
27.7015,6.94E+07,1.82E+07,1.50E+08,4.65E+07,4.00E+07,2.07E+07,,27.7015,6.83E+07,1.60E+07,1.65E+08,2.20E+07,4.76E+07,7888398.075,,27.7015,5.32E+07,1.79E+07,3.07E+07,1.24E+07,6.12E+06,2.68E+06,,27.7015,4.30E+07,2.36E+07,1.87E+08,3.88E+07,6.38E+07,2.21E+07
27.77145,7.34E+07,1.41E+07,1.41E+08,3.82E+07,3.57E+07,1.67E+07,,27.77145,6.82E+07,1.84E+07,1.64E+08,2.64E+07,4.76E+07,9661323.349,,27.77145,4.88E+07,2.09E+07,2.77E+07,1.34E+07,5.51E+06,2.78E+06,,27.77145,5.55E+07,1.14E+07,1.67E+08,2.25E+07,5.32E+07,1.17E+07
27.84141,7.75E+07,1.08E+07,1.31E+08,3.48E+07,3.15E+07,1.45E+07,,27.84141,6.81E+07,2.08E+07,1.64E+08,3.11E+07,4.76E+07,1.15E+07,,27.84141,4.43E+07,2.40E+07,2.47E+07,1.46E+07,4.91E+06,2.91E+06,,27.84141,6.80E+07,1.15E+07,1.47E+08,2.32E+07,4.26E+07,9.94E+06
27.91136,7.96E+07,9949552.004,1.26E+08,3.60E+07,2.96E+07,1.48E+07,,27.91136,6.79E+07,2.11E+07,1.64E+08,3.14E+07,4.75E+07,1.15E+07,,27.91136,4.23E+07,2.68E+07,2.34E+07,1.64E+07,4.67E+06,3.27E+06,,27.91136,6.52E+07,1.94E+07,1.52E+08,3.11E+07,4.68E+07,1.78E+07
27.98131,8.04E+07,1.05E+07,1.25E+08,3.72E+07,2.95E+07,1.55E+07,,27.98131,6.78E+07,1.96E+07,1.65E+08,2.87E+07,4.75E+07,1.02E+07,,27.98131,4.20E+07,2.95E+07,2.33E+07,1.87E+07,4.72E+06,3.79E+06,,27.98131,5.11E+07,2.54E+07,1.75E+08,3.48E+07,6.20E+07,2.57E+07
28.05127,8.11E+07,1.15E+07,1.23E+08,3.86E+07,2.94E+07,1.63E+07,,28.05127,6.76E+07,1.83E+07,1.65E+08,2.64E+07,4.74E+07,9276523.893,,28.05127,4.17E+07,3.23E+07,2.33E+07,2.10E+07,4.77E+06,4.33E+06,,28.05127,3.70E+07,3.17E+07,1.99E+08,3.92E+07,7.71E+07,3.37E+07
28.12122,8.12E+07,9905818.234,1.24E+08,3.57E+07,2.94E+07,1.54E+07,,28.12122,6.80E+07,1.78E+07,1.65E+08,2.63E+07,4.71E+07,9347087.229,,28.12122,4.08E+07,3.22E+07,2.26E+07,2.07E+07,4.64E+06,4.27E+06,,28.12122,3.48E+07,3.51E+07,2.01E+08,4.34E+07,7.84E+07,3.66E+07
28.19117,8.11E+07,7542191.848,1.25E+08,3.12E+07,2.94E+07,1.37E+07,,28.19117,6.86E+07,1.79E+07,1.64E+08,2.71E+07,4.66E+07,9851792.235,,28.19117,3.95E+07,3.05E+07,2.17E+07,1.90E+07,4.41E+06,3.89E+06,,28.19117,3.94E+07,3.69E+07,1.92E+08,4.75E+07,7.19E+07,3.68E+07
28.26113,8.09E+07,7283222.936,1.26E+08,2.79E+07,2.95E+07,1.24E+07,,28.26113,6.91E+07,1.82E+07,1.64E+08,2.78E+07,4.62E+07,1.04E+07,,28.26113,3.82E+07,2.91E+07,2.08E+07,1.74E+07,4.17E+06,3.53E+06,,28.26113,4.39E+07,3.89E+07,1.83E+08,5.20E+07,6.54E+07,3.71E+07
28.33108,8.02E+07,8913670.532,1.27E+08,2.60E+07,3.03E+07,1.20E+07,,28.33108,6.90E+07,1.71E+07,1.64E+08,2.50E+07,4.60E+07,9541939.281,,28.33108,4.24E+07,2.28E+07,2.65E+07,1.54E+07,5.54E+06,3.12E+06,,28.33108,4.85E+07,3.70E+07,1.79E+08,4.93E+07,6.12E+07,3.24E+07
28.40103,7.93E+07,1.08E+07,1.28E+08,2.52E+07,3.15E+07,1.23E+07,,28.40103,6.87E+07,1.54E+07,1.65E+08,2.07E+07,4.60E+07,8169934.258,,28.40103,4.88E+07,1.60E+07,3.49E+07,1.70E+07,7.55E+06,3.73E+06,,28.40103,5.32E+07,3.36E+07,1.76E+08,4.39E+07,5.78E+07,2.58E+07
28.47099,7.84E+07,1.27E+07,1.29E+08,2.56E+07,3.27E+07,1.31E+07,,28.47099,6.83E+07,1.38E+07,1.66E+08,1.65E+07,4.60E+07,6798101.869,,28.47099,5.52E+07,1.36E+07,4.33E+07,2.21E+07,9.56E+06,5.12E+06,,28.47099,5.79E+07,3.04E+07,1.74E+08,3.88E+07,5.45E+07,1.93E+07
28.54094,8.05E+07,9340188.104,1.26E+08,2.44E+07,3.13E+07,1.25E+07,,28.54094,6.84E+07,1.35E+07,1.66E+08,1.57E+07,4.59E+07,6256750.7,,28.54094,5.24E+07,1.24E+07,3.85E+07,1.84E+07,8.32E+06,4.18E+06,,28.54094,4.75E+07,2.40E+07,1.90E+08,2.97E+07,6.46E+07,1.52E+07
28.61089,8.33E+07,5052965.103,1.21E+08,2.34E+07,2.93E+07,1.17E+07,,28.61089,6.86E+07,1.36E+07,1.65E+08,1.58E+07,4.58E+07,5953253.571,,28.61089,4.69E+07,1.10E+07,2.99E+07,1.22E+07,6.18E+06,2.61E+06,,28.61089,3.29E+07,1.68E+07,2.11E+08,1.95E+07,7.86E+07,1.17E+07
28.68085,8.62E+07,3978792.535,1.17E+08,2.34E+07,2.73E+07,1.12E+07,,28.68085,6.88E+07,1.37E+07,1.65E+08,1.59E+07,4.58E+07,5659714.182,,28.68085,4.15E+07,1.06E+07,2.14E+07,6.65E+06,4.04E+06,1.39E+06,,28.68085,1.83E+07,1.01E+07,2.32E+08,9.44E+06,9.25E+07,8.25E+06
28.7508,8.62E+07,3858266.817,1.16E+08,2.34E+07,2.67E+07,1.07E+07,,28.7508,6.79E+07,1.35E+07,1.66E+08,1.61E+07,4.63E+07,5701924.069,,28.7508,4.17E+07,1.10E+07,2.09E+07,6.07E+06,3.90E+06,1.17E+06,,28.7508,1.59E+07,4.08E+06,2.32E+08,9.39E+05,9.30E+07,4.39E+06
28.82075,8.57E+07,3410822.026,1.15E+08,2.47E+07,2.63E+07,1.05E+07,,28.82075,6.68E+07,1.32E+07,1.68E+08,1.64E+07,4.69E+07,5814733.643,,28.82075,4.29E+07,1.14E+07,2.18E+07,6.31E+06,4.10E+06,1.07E+06,,28.82075,1.56E+07,7.02E+06,2.28E+08,8.28E+06,9.11E+07,6.06E+06
28.89071,8.52E+07,3129717.255,1.15E+08,2.72E+07,2.59E+07,1.06E+07,,28.89071,6.57E+07,1.30E+07,1.69E+08,1.68E+07,4.75E+07,5941831.023,,28.89071,4.41E+07,1.19E+07,2.27E+07,6.73E+06,4.31E+06,1.05E+06,,28.89071,1.54E+07,1.42E+07,2.25E+08,1.70E+07,8.92E+07,1.12E+07
28.96066,8.27E+07,6126935.247,1.19E+08,3.17E+07,2.76E+07,1.28E+07,,28.96066,6.45E+07,1.07E+07,1.70E+08,1.42E+07,4.90E+07,4084815.741,,28.96066,4.14E+07,1.61E+07,2.12E+07,8.16E+06,4.09E+06,1.50E+06,,28.96066,2.00E+07,1.72E+07,2.20E+08,2.56E+07,8.70E+07,1.60E+07
